flightNumber;dep_airport_code;arr_airport_code;plane;dep_weather_desc;dep_date
IBE0557;SDR;MAD;AIRBUS A319;Lluvia moderada;15/04/18
VLG1591;SDR;BCN;AIRBUS A320;Lluvia moderada;15/04/18
RYR6058;SDR;CRL;BOEING 737-800 WINGLETS;Lluvia moderada;15/04/18
RYR7366;SDR;NRN;BOEING 737-800 WINGLETS;Lluvia moderada;15/04/18
RYR2613;SDR;STN;BOEING 737-800 WINGLETS;Lluvia moderada;15/04/18
WZZ6902;BCN;KIV;AIRBUS A320;Nubes altas;15/04/18
VLG7842;BCN;TLV;32A;Nubes altas;15/04/18
VLG8036;BCN;ORY;AIRBUS A319;Nubes altas;15/04/18
THY1852;BCN;IST;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR6341;BCN;FCO;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AFR1449;BCN;CDG;AIRBUS A320;Nubes altas;15/04/18
RYR2918;BCN;BRU;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR6353;BCN;BGY;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR3063;BCN;TFN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
KLM1662;BCN;AMS;BOEING 737-700 WINGLETS;Nubes altas;15/04/18
HTY228;AGP;JCU;AWH;Nubes altas;15/04/18
HTY118;AEI;JCU;AWH;Nubes altas;15/04/18
HTY140;AEI;JCU;AWH;Nubes altas;15/04/18
HTY260;AGP;JCU;AWH;Despejado;17/04/18
EZY8550;MJV;LGW;AIRBUS A319;Nubes altas;15/04/18
EZY6014;MJV;BRS;AIRBUS A320;Nubes altas;15/04/18
RYR1925;MJV;EMA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR4253;MJV;FRA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
EZY8552;MJV;LGW;AIRBUS A319;Nubes altas;15/04/18
RYR1940;MJV;EIN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR4117;MJV;MAN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
EXS864;MJV;MAN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR8027;MJV;STN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR3453;MJV;LTN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR7095;MJV;DUB;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AUI940;VLC;IFO;EMBRAER 190;Nubes altas;15/04/18
AEA1005;VLC;CDG;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR7222;VLC;SCQ;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
DLH1165;VLC;FRA;AIRBUS A321;Nubes altas;15/04/18
RYR9394;VLC;CRA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG8152;VLC;ORY;AIRBUS A320;Nubes altas;15/04/18
IBE8840;VLC;SVQ;ATR-72;Nubes altas;15/04/18
RYR8725;VLC;BRI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR2228;VLC;KRK;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AEA4004;VLC;PMI;ATR-72;Nubes altas;15/04/18
SWR2141;VLC;ZRH;AIRBUS A320;Nubes altas;15/04/18
RYR2986;VLC;BRU;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
TRA6338;VLC;AMS;BOEING 737-700 WINGLETS;Nubes altas;15/04/18
IBE8993;VLC;MAD;CANADAIR CRJ-900;Nubes altas;15/04/18
AAL8525;VLC;MAD;CANADAIR CRJ-900;Nubes altas;15/04/18
IBB655;TFN;VDE;ATR-72;Nubes altas;15/04/18
IBB659;TFN;VDE;ATR-72;Nubes altas;15/04/18
IBB663;TFN;VDE;ATR-72;Nubes altas;15/04/18
IBB365;LPA;VDE;ATR-72;Nubes altas;15/04/18
CNF247;TFN;VDE;ATR-42/72;Nubes altas;15/04/18
IBB673;TFN;VDE;ATR-72;Nubes altas;15/04/18
VLG3215;TFN;BCN;32B;Nubes altas;15/04/18
IBS3945;TFN;MAD;AIRBUS A320;Nubes altas;15/04/18
IBB452;TFN;ACE;ATR-42/72;Nubes altas;15/04/18
IBB414;TFN;FUE;ATR-42/72;Nubes altas;15/04/18
IBK6378;TFN;MAD;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AEA9045;TFN;MAD;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AEA7007;TFN;BIO;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBB605;TFN;SPC;ATR-42/72;Nubes altas;15/04/18
CNF412;TFN;SPC;ATR-42/72;Nubes altas;15/04/18
IBB655;TFN;VDE;ATR-72;Nubes altas;15/04/18
IBB607;TFN;SPC;ATR-42/72;Nubes altas;15/04/18
IBB102;TFN;LPA;BOMBARDIER CRJ-1000;Nubes altas;15/04/18
AEA9461;TFN;SPC;ATR-72;Nubes altas;15/04/18
VLG3257;TFN;SVQ;AIRBUS A320;Nubes altas;15/04/18
IBB108;TFN;LPA;ATR-72;Nubes altas;15/04/18
SAS6002;AGP;ARN;32A;Nubes altas;15/04/18
RYR2575;AGP;EIN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
AEA1039;AGP;CDG;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR2577;AGP;VST;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG2454;AGP;IBZ;AIRBUS A320;Nubes altas;15/04/18
TAP1137;AGP;LIS;ATR-42/72;Nubes altas;15/04/18
VLG2608;AGP;BIO;AIRBUS A320;Nubes altas;15/04/18
VLG3146;AGP;FUE;AIRBUS A320;Nubes altas;15/04/18
RYR2531;AGP;BLL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG9013;AGP;TLS;AIRBUS A320;Nubes altas;15/04/18
IBK5070;AGP;CPH;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG2150;AGP;BRU;AIRBUS A320;Nubes altas;15/04/18
IBK5020;AGP;OSL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR5158;AGP;NCL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
EZY1514;PMI;GVA;32A;Despejado;15/04/18
EZY3501;PMI;STR;32A;Despejado;15/04/18
RYR9998;PMI;DUB;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBS3917;PMI;MAD;AIRBUS A320;Despejado;15/04/18
RYR6363;PMI;BCN;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBK6632;PMI;TRF;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBK6650;PMI;ARN;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR4511;PMI;KRK;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBK6698;PMI;MUC;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR111;PMI;SXF;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR714;PMI;GOT;BOEING 737-800 WINGLETS;Despejado;15/04/18
AEA6006;PMI;BCN;EMBRAER ERJ-195;Despejado;15/04/18
VLG3915;PMI;BCN;AIRBUS A320;Despejado;15/04/18
VLG2486;BCN;EAS;AIRBUS A319;Nubes altas;15/04/18
IBE8316;MAD;EAS;ATR-72;Lluvia débil;15/04/18
IBE8322;MAD;EAS;ATR-72;Lluvia débil;15/04/18
IBE8318;MAD;EAS;ATR-72;Lluvia débil;15/04/18
VLG2488;BCN;EAS;AIRBUS A319;Nubes altas;15/04/18
IBE8326;MAD;EAS;ATR-72;Lluvia débil;15/04/18
IBE8324;MAD;EAS;ATR-72;Lluvia débil;15/04/18
IBE8262;AGP;MLN;ATR-72;Nubes altas;15/04/18
IBE8792;MAD;MLN;ATR-72;Lluvia débil;15/04/18
IBE8790;MAD;MLN;ATR-72;Lluvia débil;15/04/18
IBE8264;AGP;MLN;ATR-72;Nubes altas;15/04/18
IBE8270;AGP;MLN;ATR-72;Nubes altas;15/04/18
AEA5005;AGP;MLN;ATR-72;Nubes altas;15/04/18
IBE8798;MAD;MLN;ATR-72;Lluvia débil;15/04/18
IBE8274;AGP;MLN;ATR-72;Nubes altas;15/04/18
VLG1572;OVD;BCN;AIRBUS A320;Lluvia moderada;15/04/18
VOE3584;OVD;ALC;BOEING 717;Lluvia moderada;15/04/18
IBS3981;OVD;MAD;AIRBUS A320;Lluvia moderada;15/04/18
VLG1574;OVD;BCN;AIRBUS A320;Lluvia moderada;15/04/18
IBE0479;OVD;MAD;32A;Lluvia moderada;15/04/18
EZY3084;OVD;STN;AIRBUS A319;Lluvia moderada;15/04/18
IBE8335;OVD;VLC;ATR-72;Lluvia moderada;15/04/18
IBE0475;OVD;MAD;AIRBUS A321;Lluvia moderada;15/04/18
IBE8332;OVD;PMI;CANADAIR CRJ-200;Lluvia moderada;15/04/18
VLG3865;OVD;PMI;AIRBUS A320;Lluvia moderada;15/04/18
VOE3925;OVD;AGP;BOEING 717;Lluvia moderada;15/04/18
IBE0487;OVD;MAD;AIRBUS A320;Lluvia moderada;15/04/18
VLG1578;OVD;BCN;AIRBUS A320;Lluvia moderada;15/04/18
VOE3831;OVD;SVQ;BOEING 717;Lluvia moderada;15/04/18
TAP1113;OVD;LIS;ATR-72;Lluvia moderada;15/04/18
IBE0481;OVD;MAD;32A;Lluvia moderada;15/04/18
RYR6397;SVQ;BCN;BOEING 737-800 WINGLETS;Lluvia débil;15/04/18
VLG2223;SVQ;BCN;AIRBUS A320;Lluvia débil;15/04/18
RYR5262;SVQ;BVA;BOEING 737-800 WINGLETS;Lluvia débil;15/04/18
VLG3256;SVQ;TFN;AIRBUS A320;Lluvia débil;15/04/18
TAP1101;SVQ;LIS;ATR-42/72;Lluvia débil;15/04/18
RYR2470;SVQ;FKB;BOEING 737-800 WINGLETS;Lluvia débil;15/04/18
VLG2253;SVQ;BCN;AIRBUS A320;Lluvia débil;15/04/18
VLG2507;SVQ;BIO;32A;Lluvia débil;15/04/18
IBS3947;SVQ;MAD;AIRBUS A320;Lluvia débil;15/04/18
TVF3101;SVQ;ORY;BOEING 737-800 WINGLETS;Lluvia débil;15/04/18
VLG2211;SVQ;BCN;AIRBUS A320;Lluvia débil;15/04/18
IBE8841;SVQ;VLC;ATR-72;Lluvia débil;15/04/18
VLG2251;SVQ;BCN;32B;Lluvia débil;15/04/18
VLG8830;SVQ;CDG;AIRBUS A320;Lluvia débil;15/04/18
IBE8101;IBZ;PMI;BOMBARDIER CRJ-1000;Nubes altas;15/04/18
RYR3542;IBZ;EIN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
AEA1701;IBZ;PMI;ATR-72;Nubes altas;15/04/18
EWG3561;IBZ;HAJ;AIRBUS A319;Nubes altas;15/04/18
VLG2455;IBZ;AGP;AIRBUS A320;Nubes altas;15/04/18
RYR8137;IBZ;BCN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG3541;IBZ;BCN;AIRBUS A320;Nubes altas;15/04/18
RYR5355;IBZ;MAD;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG3434;IBZ;MAD;AIRBUS A320;Nubes altas;15/04/18
EZY2692;IBZ;MXP;32A;Nubes altas;15/04/18
TRA5676;IBZ;AMS;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE8105;IBZ;PMI;CANADAIR CRJ-900;Nubes altas;15/04/18
AEA1703;IBZ;PMI;ATR-72;Nubes altas;15/04/18
TRA5690;IBZ;RTM;BOEING 737-700 WINGLETS;Nubes altas;15/04/18
RYR8333;IBZ;BGY;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR6419;IBZ;NRN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG3515;IBZ;BCN;32A;Nubes altas;15/04/18
EZS1138;LPA;BSL;AIRBUS A320;Nubes altas;15/04/18
IBK5950;LPA;HAM;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBS3835;LPA;MAD;AIRBUS A321;Nubes altas;15/04/18
RYR3804;LPA;MAN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR2967;LPA;BUD;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR2535;LPA;LBA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AEA9403;LPA;TFN;ATR-72;Nubes altas;15/04/18
AEA9431;LPA;FUE;ATR-72;Nubes altas;15/04/18
VLG3001;LPA;BCN;AIRBUS A321;Nubes altas;15/04/18
AEA9018;LPA;MAD;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBB500;LPA;ACE;BOMBARDIER CRJ-1000;Nubes altas;15/04/18
IBB200;LPA;FUE;ATR-72;Nubes altas;15/04/18
VLG3184;LPA;ORY;AIRBUS A320;Nubes altas;15/04/18
TVS3705;LPA;CDG;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR1419;LPA;PSA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE0410;MAD;XRY;AIRBUS A320;Lluvia débil;15/04/18
VLG2286;BCN;XRY;AIRBUS A320;Nubes altas;15/04/18
RYR1283;BCN;XRY;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE0404;MAD;XRY;AIRBUS A320;Lluvia débil;15/04/18
IBE0406;MAD;XRY;AIRBUS A319;Lluvia débil;15/04/18
VLG6792;TFS;LYS;32A;Nubes altas;15/04/18
RYR1513;TFS;BVA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR2545;TFS;NCL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR4514;TFS;KRK;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBS3927;TFS;MAD;32A;Nubes altas;15/04/18
RYR2561;TFS;BFS;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
DK1409;TFS;ORB;32B;Nubes altas;15/04/18
IBK6420;TFS;OSL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
TOM5751;TFS;NWI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
OLY726;TFS;FUE;AIRBUS A321;Nubes altas;15/04/18
RYR2914;TFS;MAD;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBK6450;TFS;ARN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
ENT951C;TFS;LYS;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBK6500;TFS;HAM;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
OLY745;TFS;ZRH;AIRBUS A321;Nubes altas;15/04/18
BEL1652;TFS;BRU;AIRBUS A320;Nubes altas;15/04/18
JAF7114;TFS;BRU;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
EWG253;TFS;CGN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
JAF7866;TFS;CDG;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
EDW215;TFS;ZRH;AIRBUS A320;Nubes altas;15/04/18
RYR9123;GRO;EIN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR7083;GRO;OMR;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9555;GRO;FMM;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR6901;GRO;CRL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9305;GRO;LPL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9172;GRO;WRO;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR4125;GRO;HHN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR7037;GRO;DUB;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9364;GRO;PSR;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9241;GRO;PSA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9803;GRO;STN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
PBD832;GRO;VKO;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9211;GRO;FKB;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9335;GRO;BRS;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR4482;GRO;RIX;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR5122;GRO;POZ;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR9303;GRO;EDI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR1131;GRO;EMA;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR6903;GRO;CRL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR6391;GRO;NRN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
TRA5766;GRO;AMS;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE8481;MAH;PMI;BOMBARDIER CRJ-1000;Despejado;15/04/18
AAL8615;MAH;MAD;BOMBARDIER CRJ-1000;Despejado;15/04/18
IBE8951;MAH;MAD;BOMBARDIER CRJ-1000;Despejado;15/04/18
IBE8495;MAH;PMI;ATR-42/72;Despejado;15/04/18
VLG3713;MAH;BCN;AIRBUS A320;Despejado;15/04/18
IBE8483;MAH;PMI;BOMBARDIER CRJ-1000;Despejado;15/04/18
VLG3801;MAH;BIO;32A;Despejado;15/04/18
VLG3715;MAH;BCN;AIRBUS A320;Despejado;15/04/18
IBE8662;MAH;BIO;BOMBARDIER CRJ-1000;Despejado;15/04/18
AEA4532;MAH;PMI;ATR-72;Despejado;15/04/18
IBE8957;MAH;MAD;BOMBARDIER CRJ-1000;Despejado;15/04/18
IBE8499;MAH;PMI;ATR-42/72;Despejado;15/04/18
AEA4530;MAH;PMI;ATR-72;Despejado;15/04/18
IBE8491;MAH;PMI;CANADAIR CRJ-200;Despejado;15/04/18
IBE8493;MAH;PMI;BOMBARDIER CRJ-1000;Despejado;15/04/18
RYR6882;MAH;BCN;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBE8029;MAH;MAD;CANADAIR CRJ-900;Despejado;15/04/18
VLG3709;MAH;BCN;AIRBUS A320;Despejado;15/04/18
RYR4579;SCQ;BGY;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
VLG3247;SCQ;TFN;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
RYR7223;SCQ;VLC;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
RYR6333;SCQ;BCN;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
EZS1338;SCQ;GVA;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
IBS3877;SCQ;MAD;AIRBUS A321;Cubierto de nubes altas y medias;15/04/18
IBE8365;SCQ;PMI;CANADAIR CRJ-200;Cubierto de nubes altas y medias;15/04/18
VLG1671;SCQ;BCN;32A;Cubierto de nubes altas y medias;15/04/18
EZS1180;SCQ;BSL;AIRBUS A319;Cubierto de nubes altas y medias;15/04/18
DLH1867;SCQ;MUC;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
RYR3042;SCQ;SVQ;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
RYR8379;SCQ;STN;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
VLG1677;SCQ;BCN;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
VLG2654;SCQ;AGP;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
RYR8539;SCQ;ALC;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
IBS3879;SCQ;MAD;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
RYR724;SCQ;PMI;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;15/04/18
VLG8222;SCQ;CDG;AIRBUS A320;Cubierto de nubes altas y medias;15/04/18
RYR3493;ACE;SXF;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR3812;ACE;LPL;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR4002;ACE;BGY;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBB501;ACE;LPA;BOMBARDIER CRJ-1000;Despejado;15/04/18
IBB453;ACE;TFN;ATR-42/72;Despejado;15/04/18
CNF704;ACE;LPA;ATR-72;Despejado;15/04/18
VLG3281;ACE;BIO;AIRBUS A320;Despejado;15/04/18
TRA5686;ACE;AMS;BOEING 737-800 WINGLETS;Despejado;15/04/18
RYR1587;ACE;FRA;BOEING 737-800 WINGLETS;Despejado;15/04/18
BEL3788;ACE;BRU;AIRBUS A320;Despejado;15/04/18
LGL742;ACE;LUX;BOEING 737-800 WINGLETS;Despejado;15/04/18
AEA9076;ACE;MAD;BOEING 737-800 WINGLETS;Despejado;15/04/18
TUI2843;ACE;MUC;7S8;Despejado;15/04/18
RYR4896;ACE;BLQ;BOEING 737-800 WINGLETS;Despejado;15/04/18
AEA9448;ACE;LPA;ATR-72;Despejado;15/04/18
TUI2293;ACE;DUS;7S8;Despejado;15/04/18
TUI2189;ACE;HAJ;7S8;Despejado;15/04/18
IBB505;ACE;LPA;BOMBARDIER CRJ-1000;Despejado;15/04/18
TOM6739;ACE;EXT;BOEING 737-800 WINGLETS;Despejado;15/04/18
IBK5420;ALC;HEL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG7396;ALC;ALG;32A;Nubes altas;15/04/18
IBK5350;ALC;ARN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG8253;ALC;ORY;32A;Nubes altas;15/04/18
ANE8397;ALC;MAD;BOMBARDIER CRJ-1000;Nubes altas;15/04/18
RYR7522;ALC;EIN;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG7390;ALC;ORN;AIRBUS A320;Nubes altas;15/04/18
VLG1311;ALC;BCN;32A;Nubes altas;15/04/18
RYR4029;ALC;FCO;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR8005;ALC;ABZ;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR2543;ALC;POZ;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBK5320;ALC;OSL;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
RYR5578;ALC;EDI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBK5406;ALC;HAJ;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
WZZ4414;ALC;SOF;AIRBUS A320;Nubes altas;15/04/18
VOE2613;ALC;LYS;BOEING 717;Nubes altas;15/04/18
AEA4025;ALC;PMI;ATR-72;Nubes altas;15/04/18
VLG1294;BCN;LCG;AIRBUS A320;Nubes altas;15/04/18
VLG1292;BCN;LCG;AIRBUS A320;Nubes altas;15/04/18
AEA7233;MAD;LCG;EMBRAER ERJ-195;Lluvia débil;15/04/18
LZF441;BIO;LCG;ATR 42-300/320;Llovizna;15/04/18
VLG3132;LPA;LCG;AIRBUS A320;Nubes altas;15/04/18
AEA7235;MAD;LCG;EMBRAER ERJ-195;Lluvia débil;15/04/18
IBE0524;MAD;LCG;AIRBUS A319;Lluvia débil;15/04/18
VLG1299;SVQ;LCG;AIRBUS A320;Lluvia débil;15/04/18
VLG2010;BCN;GRX;32B;Nubes altas;15/04/18
IBE8640;MAD;GRX;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
VLG2020;BCN;GRX;AIRBUS A320;Nubes altas;15/04/18
AEA5201;PMI;GRX;EMBRAER ERJ-195;Despejado;15/04/18
VLG3933;PMI;GRX;AIRBUS A320;Despejado;15/04/18
IBE8646;MAD;GRX;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
IBE8642;MAD;GRX;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
VLG2014;BCN;GRX;AIRBUS A320;Nubes altas;15/04/18
VLG2016;BCN;GRX;32B;Nubes altas;15/04/18
IBE8648;MAD;GRX;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
IBE8594;MAD;LEI;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
AEA2887;BCN;LEI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
VLG1251;BCN;LEI;AIRBUS A320;Nubes altas;15/04/18
IBE8598;MAD;LEI;CANADAIR CRJ-900;Lluvia débil;15/04/18
AEA2633;ZAZ;LEI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE8212;PMI;LEI;CANADAIR CRJ-200;Despejado;17/04/18
IBE8592;MAD;LEI;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
AEA2647;BCN;LEI;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE8588;MAD;LEI;CANADAIR CRJ-200;Lluvia débil;15/04/18
IBE8933;SVQ;LEI;CANADAIR CRJ-200;Lluvia débil;15/04/18
IBE8600;MAD;LEI;BOMBARDIER CRJ-1000;Lluvia débil;15/04/18
RYR6384;BCN;SDR;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
IBE0554;MAD;SDR;AIRBUS A319;Lluvia débil;15/04/18
IBE0556;MAD;SDR;AIRBUS A319;Lluvia débil;15/04/18
VLG1590;BCN;SDR;AIRBUS A320;Nubes altas;15/04/18
IBE8878;MAD;SDR;CANADAIR CRJ-900;Lluvia débil;15/04/18
IBB606;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
IBB304;SPC;LPA;ATR-72;Nubes altas;15/04/18
CNF413;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
IBB608;SPC;TFN;ATR-72;Nubes altas;15/04/18
TVS2434;SPC;CDG;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AEA9462;SPC;TFN;ATR-72;Nubes altas;15/04/18
CNF419;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
IBB610;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
AEA9464;SPC;TFN;ATR-72;Nubes altas;15/04/18
IBB620;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
IBB622;SPC;TFN;ATR-72;Nubes altas;15/04/18
IBS3843;SPC;MAD;AIRBUS A320;Nubes altas;15/04/18
IBB630;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
CNF453;SPC;TFN;ATR-72;Nubes altas;15/04/18
IBB312;SPC;LPA;BOMBARDIER CRJ-1000;Nubes altas;15/04/18
DE1407;SPC;FRA;BOEING 757-300 WINGLETS;Nubes altas;15/04/18
IBB632;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
AEA9466;SPC;TFN;ATR-72;Nubes altas;15/04/18
IBB634;SPC;TFN;ATR-72;Nubes altas;15/04/18
IBB636;SPC;TFN;ATR-42/72;Nubes altas;15/04/18
AEA9480;SPC;TFN;ATR-72;Nubes altas;15/04/18
IBB316;SPC;LPA;ATR-42/72;Nubes altas;15/04/18
AEA7308;MAD;VGO;EMBRAER ERJ-195;Lluvia débil;15/04/18
AEA7302;MAD;VGO;EMBRAER ERJ-195;Lluvia débil;15/04/18
LAV5463;TFN;VGO;BOEING 737-400;Nubes altas;15/04/18
AEA7300;MAD;VGO;EMBRAER ERJ-195;Lluvia débil;15/04/18
IBE0534;MAD;VGO;AIRBUS A320;Lluvia débil;15/04/18
RYR245;BCN;VGO;BOEING 737-800 WINGLETS;Nubes altas;15/04/18
AEA7306;MAD;VGO;EMBRAER ERJ-195;Lluvia débil;15/04/18
IBB203;FUE;LPA;ATR-72;Despejado;15/04/18
AEA9432;FUE;LPA;ATR-72;Despejado;15/04/18
IBB415;FUE;TFN;ATR-42/72;Despejado;15/04/18
VLG3147;FUE;AGP;AIRBUS A320;Despejado;15/04/18
ENT898;FUE;CDG;BOEING 737-800;Despejado;15/04/18
ENT893;FUE;LYS;BOEING 737-800;Despejado;15/04/18
CNF804;FUE;LPA;ATR-42/72;Despejado;15/04/18
OLY727;FUE;ZRH;AIRBUS A321;Despejado;15/04/18
TVS3499;FUE;LYS;BOEING 737-800 WINGLETS;Despejado;15/04/18
TVS3427;FUE;RNS;BOEING 737-800 WINGLETS;Despejado;15/04/18
EDW213;FUE;ZRH;AIRBUS A320;Despejado;15/04/18
