ID;ICAO;Name;Country;Active
624;NGC;Angoservice;Angola;N
625;NGE;Angel Airlines;Thailand;N
626;NGF;Angel Flight America;United States;N
627;OUL;Air Atonabee;Canada;N
628;OVA;Aero Nova;Spain;N
629;XPE;Amira Air;Austria;N
630;XSS;Aero Express Intercontinental;Mexico;N
631;XTJ;Advance Aviation Services;United States;N
632;TLR;Air Libya Tibesti;Libya;N
633;OVC;Aerovic;Ecuador;N
634;RVE;Airventure;Belgium;N
635;RVI;Aero Servicios;Mexico;N
636;RVL;Airvallee;Italy;N
637;OVE;Aeromover;Mexico;N
638;OVI;Aerovias Ejecutivas;Mexico;N
639;PTD;Aero Servicio Pity;Mexico;N
640;PTE;Aero Copter;Mexico;N
641;SDM;Rossiya-Russian Airlines;Russia;Y
642;PLL;Air Pal;Spain;N
643;PLM;Air Pullmantur;Spain;N
644;AEH;Aviaexpress;Hungary;N
645;PSG;Aviones Para Servirle;Mexico;N
646;SLU;Avio Sluzba;Serbia;N
647;SCU;Air Scorpio;Bulgaria;N
648;SIP;Air Spirit;United States;N
649;BMV;Alatau Airlines;Kazakhstan;N
650;GUG;Aviateca;Guatemala;N
651;PXX;Aroostook Aviation;United States;N
652;PYC;Aeropycsa;Mexico;N
653;PVK;Association of Private Pilots of Kazakhstan;Kazakhstan;N
654;BAH;The Amiri Flight;Bahrain;N
655;BAS;Aero Services;Barbados;N
656;BBE;Ababeel Aviation;Sudan;N
657;BBT;Air Bashkortostan;Russia;N
658;MCY;Ambulance Air Africa;South Africa;N
659;EGF;American Eagle Airlines;United States;Y
660;PUE;Aeropuelche;Chile;N
661;PUT;Aeroput;Serbia;N
662;AZI;Azzurra Air;Italy;N
665;VUE;AD Aviation;United Kingdom;Y
666;XCT;Aero Costa Taxi Aereo;Mexico;N
667;VRO;Aerovitro;Mexico;N
668;VRI;Aerotaxi Villa Rica;Mexico;N
669;VEG;Aerovega;Mexico;N
670;VVG;Aerovilla;Colombia;N
671;VLR;Aerolineas Villaverde;Mexico;N
672;WIL;Aero Air;United States;N
673;VEJ;Aero Ejecutivos;Venezuela;N
674;WAB;Aero Industries Inc;United States;N
675;VNG;Aero Servicios Vanguardia;Mexico;N
676;VAD;Aero Taxi Los Valles;Spain;N
677;VMR;Aero Vilamoura;Portugal;N
678;VLS;Aero Virel;Mexico;N
679;XAA;Aeronautical Radio Inc;United States;N
680;VUO;Aerovuelox;Mexico;N
681;VTM;Aeronaves TSM;Mexico;N
682;VUN;Air Ivoire;Ivory Coast;Y
683;BOT;Air Botswana;Botswana;Y
684;XPR;Air-Rep;United States;N
685;XLL;Air Excel;Tanzania;N
686;VAE;Air Evans;Spain;N
687;WHY;Air Sorel;Canada;N
688;WDR;Air Net Private Charter;United States;N
689;XEC;Air Executive Charter;Germany;N
690;UPA;Air Foyle;United Kingdom;Y
691;VTY;Air Midwest;Nigeria;N
692;VTA;Air Tahiti;French Polynesia;Y
693;URG;Air Urga;Ukraine;N
694;VDR;Air Vardar;Macedonia;N
695;VIM;Air VIA;Bulgaria;Y
696;WLR;Air Walser;Italy;N
697;URA;Aircompany Rosavia;Ukraine;N
698;XLB;Aircraft Performance Group;United States;N
699;WLA;Airwaves Airlink;Zambia;N
700;XFX;Airways Corporation of New Zealand;New Zealand;N
701;WAY;Airways;France;N
702;WGS;Airwings oy;Finland;N
703;XAK;Airkenya;Kenya;N
704;WPK;Air-Lift Associates;United States;N
705;VAB;Airtrans Ltd;Russia;N
706;URP;ARP 410 Airlines;Ukraine;N
707;WPR;Auckland Regional Rescue Helicopter Trust;New Zealand;N
708;URR;Aurora Airlines;Slovenia;N
709;UST;Austro Aereo;Ecuador;N
710;WLT;Aviation Partners;United States;N
711;VLV;Avialift Vladivostok;Russia;N
712;VME;Aviacion Comercial de America;Mexico;N
713;VVA;Aviast Air;Russia;N
714;WLV;Aviation North;United States;N
715;WTA;Africa West;Togo;Y
716;VNT;Avient Air Zambia;Zambia;N
717;VZR;Aviazur;France;N
718;VID;Aviaprad;Russia;N
719;VXG;Avirex;Gabon;N
720;VXX;Aviaexpress Aircompany;Ukraine;N
721;XAM;AMR Services Corporation;United States;N
722;XAO;Airline Operations Services;United States;N
723;VAZ;Airlines 400;Russia;N
724;VAS;ATRAN Cargo Airlines;Russian Federation;Y
725;VAM;Ameravia;Uruguay;N
726;VAV;Angkor Air;Cambodia;N
727;VBC;AVB-2004 Ltd;Bulgaria;N
728;XKX;ASECNA;France;N
729;XAT;AT and T Aviation Division;United States;N
730;VAI;Avalair;Serbia;N
731;VRT;Averitt Air Charter;United States;N
732;AVE;Avensa;Venezuela;N
733;VLI;Avolar Aerolineas;Mexico;N
734;VSA;Avstar Aviation;South Africa;N
735;VSC;AVESCA;Colombia;N
736;XAV;Aviaprom Enterprises;Russia;N
737;VTT;Avia Trans Air Transport;Sudan;N
738;VSR;Aviostart AS;Bulgaria;N
739;VTG;Aviacao Transportes Aereos e Cargas;Angola;N
740;XJA;Assistance Aeroportuaire de L'Aeroport de Paris;France;N
741;XFS;American Flight Service Systems;United States;N
742;XXV;AASANA;Bolivia;N
743;XME;Australian air Express;Australia;N
744;XMG;AMS Group;Russia;N
745;CAJ;Air Caraibes Atlantique;France;N
746;CAO;Air China Cargo;China;N
747;CBE;Aerovias Caribe;Mexico;N
748;CBO;Aerotaxi del Cabo;Mexico;N
749;CBS;Air Columbus;Ukraine;N
750;CBV;Aero Cabo;Mexico;N
751;CCA;Air China;China;Y
752;CDA;Aerocardal;Chile;N
753;CDP;Aero Condor Peru;Peru;Y
754;CDU;Aerotrans;Russia;N
755;CDV;Airline Skol;Russia;N
756;CFF;Aerofan;Spain;N
757;CFM;ACEF;Portugal;N
758;CFR;Africa One;Democratic Republic of the Congo;N
759;CFV;Aero Calafia;Mexico;N
760;CGB;Air Cargo Belize;Belize;N
761;CGV;Aero Clube Do Algarve;Portugal;N
762;CGW;Air Great Wall;China;N
763;CHJ;Aircompany Chaika;Ukraine;N
764;CHR;Air Charter Services;Democratic Republic of the Congo;N
765;CHV;Air Charter Professionals;United States;N
766;CID;Asia Continental Airlines;Kazakhstan;N
767;CIR;Arctic Circle Air Service;United States;N
768;CKL;Aviation Charter Services;United States;N
769;CLL;Aerovias Castillo;Mexico;N
770;CLP;Aero Club De Portugal;Portugal;N
771;CMF;Air Care Alliance;United States;N
772;CND;Aero Continente Dominicana;Dominican Republic;N
773;CNE;Air Toronto;Canada;N
774;CNH;Aquila Air;United States;N
775;CNU;Air Consul;Spain;N
776;CNX;Allcanada Express;Canada;N
777;CPF;ATS Private Company;Ukraine;N
778;CRD;Air Corridor;Mozambique;N
779;CRF;Air Central;Japan;N
780;CRJ;Air Cruzal;Angola;N
781;CRP;Aerotransportes Corporativos;Mexico;N
782;CRQ;Air Creebec;Canada;N
783;CTA;Aero Charter and Transport;United States;N
784;CTE;Air Tenglong;China;N
785;CTR;Aerlineas Centauro;Mexico;N
786;CUO;Aerocuahonte;Mexico;N
787;CVA;Air Chathams;New Zealand;Y
788;CWM;Air Marshall Islands;Marshall Islands;Y
789;CWP;Australian Customs Service;Australia;N
790;CYL;Air One Cityliner;Italy;N
791;CYO;Air Transport;United States;N
792;CYD;Access Air;United States;Y
793;CYE;Aerocheyenne;Mexico;N
794;DAH;Air Algerie;Algeria;Y
795;DAP;Aerovias DAP;Chile;N
796;DBA;Air Alpha;United States;N
797;DBD;Air Niagara Express;Canada;N
798;DEF;Aviation Defense Service;France;N
799;DEG;Air Service Groningen;Netherlands;N
800;DHI;Adam Air;Indonesia;Y
801;DHL;Astar Air Cargo;United States;N
802;DHM;Archer Aviation;United Kingdom;N
803;DIC;Aeromedica;Mexico;N
804;DIN;Aerodin;Mexico;N
805;DJA;Antinea Airlines;Algeria;N
806;DJU;Air Djibouti;Djibouti;N
807;DLA;Air Dolomiti;Italy;Y
808;DLS;Aero Modelo;Mexico;N
809;DLU;Aerolineas Del Sur;Chile;N
810;DMC;Aerodinamica de Monterrey;Mexico;N
811;DMI;Aeroservicios Dinamicos;Mexico;N
812;DML;Aerotaxis Dosmil;Mexico;N
813;DNA;Aerodespachos De El Salvador;El Salvador;N
814;DNC;Aeroynamics Malaga;Spain;N
815;DNJ;Aerodynamics Incorporated;United States;N
816;DNV;Aeroflot-Don;Russia;Y
817;DRD;Air Madrid;Spain;Y
818;DRM;Airways Flight Training;United Kingdom;N
819;DRO;Aeronaves Del Noreste;Mexico;N
820;DSC;Addis Air Cargo Services;Ethiopia;N
821;DSK;Aero Algarve;Portugal;N
822;DST;Aex Air;United States;N
823;DVI;Aero Davinci International;Mexico;N
824;DYN;Aero Dynamics;United States;N
825;EAE;Aeroservicios Ecuatorianos;Ecuador;N
826;EAP;Aero-Pyrenees;France;N
827;EAT;Air Transport;Slovakia;N
828;EAY;Aero Airlines;Estonia;N
829;EBC;Aero Ejecutivo De Baja California;Mexico;N
830;ECE;Air City;Germany;N
831;ECG;Aero Ejecutivos RCG;Mexico;N
832;ECL;Aeronautica Castellana;Spain;N
833;ECM;Aerolineas Comerciales;Mexico;N
834;EDA;Aerolineas Nacionales Del Ecuador;Ecuador;N
835;EET;Air Este;Spain;N
836;EFC;Air Mana;France;N
837;EIN;Aer Lingus;Ireland;Y
838;EJP;Aeroservicios Ejecutivos Corporativos;Mexico;N
839;ELG;Alpi Eagles;Italy;N
840;END;Arrendoora y Transportadora Aerea;Mexico;N
841;EOS;Eliossola;Italy;N
842;EPA;Shenzhen Donghai Airlines;China;N
843;ENW;Aeronaves Del Noroeste;Spain;N
844;EOL;Airailes;France;N
845;EOM;Aero Ermes;Mexico;N
846;EPL;Aero Transportes Empresariales;Mexico;N
847;EPS;Epps Air Service;United States;N
848;EPE;Aero Empresarial;Mexico;N
849;EQL;Air S;Air S;N
850;ERG;Avianergo;Russia;N
851;ERI;Aero Servicios Regiomontanos;Mexico;N
852;ERK;Aerosec;Chile;N
853;ERM;Aeromaan;Mexico;N
854;ESB;Aerosaba;Mexico;N
855;ESO;Avitat;United Kingdom;N
856;ESU;Aerolineas Ejecutivas Del Sureste;Mexico;N
857;ESZ;Aeronautica Le Esperanza;Mexico;N
858;ETC;ATTICO;Sudan;N
859;ETE;Aero Siete;Mexico;N
860;EUK;Air Atlanta Europe;United Kingdom;N
861;EVE;Air Evex;Germany;N
862;EVR;Aeronautical Academy of Europe;Portugal;N
863;EXG;Air Exchange;United States;N
864;FAC;Atlantic Helicopters;Denmark;N
865;FAG;Argentine Air Force;Argentina;N
866;FAJ;Air Fiji;Fiji;N
867;FAN;AF-Air International;Angola;N
868;FBW;Aviation Data Systems;United States;N
869;FCI;Air Carriers;United States;N
870;FCO;Aerofrisco;Mexico;N
871;FCU;Alfa 4;Mexico;N
872;FDA;African Airlines;Mali;N
873;FDS;African Medical and Research Foundation;Kenya;N
874;FGT;Aero Freight;Mexico;N
875;FIC;Aerosafin;Mexico;N
876;FIF;Air Finland;Finland;Y
877;FII;Aerodata Flight Inspection;Germany;N
878;FIX;Airfix Aviation;Finland;Y
879;FJI;Air Pacific;Fiji;Y
880;FLD;Air Falcon;Pakistan;N
881;FLI;Atlantic Airways;Faroe Islands;Y
882;FLZ;Air Florida;United States;Y
883;FMT;Air Fret De Mauritanie;Mauritania;N
884;FNM;Avio Nord;Italy;N
885;FNO;Aeroflota Del Noroeste;Spain;N
886;FNX;Aero Fenix;France;N
887;FRD;Ford Motor Company;United States;N
888;FPY;African Company Airlines;Democratic Republic of the Congo;N
889;FRJ;Afrijet Airlines;Nigeria;N
890;FRK;Afrika Aviation Handlers;Kenya;N
891;FRQ;Afrique Chart'air;Cameroon;N
892;FRT;Aerofreight Airlines;Russia;N
893;FST;Aereos Limited;United Kingdom;N
894;FTC;Air Affaires Tchad;Chad;N
895;FTY;ABC Bedarsflug;Austria;N
896;FXI;Air Iceland;Iceland;Y
897;GAP;Air Philippines;Philippines;Y
898;GAU;Aerogaucho;Uruguay;N
899;GBJ;Aero Business Charter;Germany;N
900;GBN;Atlantic Airlines;Gabon;N
901;GCF;Aeronor;Spain;N
902;GCK;Aerogem Cargo;Ghana;N
903;GFO;Aerovias del Golfo;Mexico;N
904;GGL;Aeronautica;Angola;N
905;GGN;Air Georgian;Canada;N
906;GHL;Aviance;United Kingdom;N
907;GHN;Air Ghana;Ghana;N
908;GIL;African International Transport;Guinea;N
909;GIP;Air Guinee Express;Guinea;Y
910;GIZ;Africa Airlines;Guinea;N
911;GLL;Air Gemini;Angola;N
912;GLT;Aero Charter;United States;N
913;GME;Aguilas Mayas Internacional;Guatemala;N
914;GMM;Aerotaxis Guamuchil;Mexico;N
915;GMS;Aeroservicios Gama;Mexico;N
916;GNT;Amber Air;Lithuania;N
917;GOA;Alberta Government;Canada;N
918;GRE;Air Scotland;Greece;N
919;GRG;Air Georgia;Georgia;N
920;GRI;Air Cargo Center;Sao Tome and Principe;N
921;GRL;Air Greenland;Denmark;Y
922;GRO;Allegro;Mexico;N
923;GRR;Agroar - Trabalhos Aereos;Portugal;N
924;GRX;Aircompany Grodno;Belarus;N
925;GSP;Airlift Alaska;United States;N
926;GSV;Agrocentr-Avia;Kazakhstan;N
927;GTC;Altin Havayolu Tasimaciligi Turizm Ve Ticaret;Turkey;N
928;GTI;Atlas Air;United States;Y
929;GTP;Aerotaxi Grupo Tampico;Mexico;N
930;GUA;Aerotaxis de Aguascalientes;Mexico;N
931;GUY;Air Guyane;French Guiana;Y
932;GVI;Air Victoria Georgia;Georgia;N
933;HAD;Air D'Ayiti;Haiti;N
934;HAH;Air Comores International;Comoros;N
935;HAT;Air Taxi;France;N
936;HEI;Aerohein;Chile;N
937;HGH;Atlantic Air Lift;France;N
938;HHA;Atlantic Airlines de Honduras;Honduras;N
939;HID;Aviacion Ejecutiva De Hildago;Mexico;N
940;HJA;Air Haiti;Haiti;N
941;HJT;Al Rais Cargo;United Arab Emirates;N
942;HKH;Air-Invest;Hungary;N
943;HMA;Air Tahoma;United States;N
944;HMT;Air Nova;Canada;N
945;HOM;Aero Homex;Mexico;N
946;HPO;Almiron Aviation;Uganda;N
947;HQO;Avinor;Norway;N
948;HYR;Airlink Airways;Ireland;N
949;HZT;Air Horizon;Togo;N
950;IAE;AC Insat-Aero;Russia;N
951;ICM;Air Inter Cameroun;Cameroon;N
952;IFI;Air Lift;Greece;N
953;IKM;Aero Survey;Ghana;N
954;ILK;Aero Airline;Kazakhstan;N
955;IME;Airtime Charters;United Kingdom;N
956;IMN;Aerotaxis Cimarron;Mexico;N
957;INA;Aero International;Mexico;N
958;ING;Aeroingenieria;Chile;N
959;INO;Aeroservicios Intergrados de Norte;Mexico;N
960;IPL;Airpull Aviation;Spain;N
961;IRD;Arvand Airlines;Iran;N
962;IRH;Atlas Aviation Group;Iran;N
963;IRW;Aram Airline;Iran;N
964;IRX;Aria Tour;Iran;N
965;ITE;Aerotaxi;Czech Republic;N
966;ITF;Avita-Servicos Aereos;Angola;N
967;ITO;Aero Citro;Mexico;N
968;IVE;Air Executive;Spain;N
969;IWS;Aviainvest;Russia;N
970;JAB;Air Bagan;Myanmar;Y
971;JAD;Aerojal;Mexico;N
972;JAR;Airlink;Austria;N
973;JEE;Ambjek Air Services;Nigeria;N
974;UTX;Avfinity;United States;N
975;JMR;Alexandair;Canada;N
976;JMX;Air Jamaica Express;Jamaica;N
977;JOA;Air Swift Aviation;Australia;N
978;JOB;Aerojobeni;Mexico;N
979;JOL;Atyrau Air Ways;Kazakhstan;N
980;JPR;Aerosmith Aviation;United States;N
981;JTS;Arrendamiento de Aviones Jets;Mexico;N
982;JUA;Aero Juarez;Mexico;N
983;JZA;Air Canada Jazz;Canada;Y
984;KAA;Asia Aero Survey and Consulting Engineers;Republic of Korea;N
985;KAD;Air Kirovograd;Ukraine;N
986;KAM;Air Mach;Italy;N
987;KAV;Air Kufra;Libya;N
988;KEK;Arkhabay;Kazakhstan;N
989;KFK;Aero Charter Krifka;Austria;N
990;KFT;Air Kraft Mir;Uzbekistan;N
991;KGD;Air Concorde;Bulgaria;N
992;KHH;Alexandria Airlines;Egypt;N
993;KIE;Afit;Germany;N
994;KKB;Air South;United States;N
995;KKK;Atlasjet;Turkey;Y
996;KLB;Air Mali International;Mali;N
997;KLZ;Aerokaluz;Mexico;N
998;KOR;Air Koryo;Democratic People's Republic of Korea;Y
999;KOY;Araiavia;Kazakhstan;N
1000;KRE;AeroSucre;Colombia;N
1001;KRT;Air Kokshetau;Kazakhstan;N
1002;KSI;Air Kissari;Angola;N
1003;KTN;Aeronavigaciya;Ukraine;N
1004;KVR;Alliance Avia;Kazakhstan;N
1005;KYC;Av Atlantic;United States;N
1006;KZR;Air Astana;Kazakhstan;Y
1007;LAG;Aerovias De Lagos;Mexico;N
1008;LBC;Albanian Airlines;Albania;Y
1009;LBI;Albisa;Mexico;N
1010;LBW;Albatros Airways;Albania;N
1011;LDG;Aerolineas Aereas Ejecutivas De Durango;Mexico;N
1012;LDL;Aerologic;Russia;N
1013;LDN;Al-Donas Airlines;Nigeria;N
1014;LDR;Aero Lider;Mexico;N
1015;LEM;Aleem;Egypt;N
1016;LET;Aerolineas Ejecutivas;Mexico;N
1017;LFA;Air Alfa;Turkey;Y
1018;LFC;Aero Control Air;Canada;N
1019;LGN;Aerolaguna;Mexico;N
1020;LHR;Al Ahram Aviation;Egypt;N
1021;LID;Alidaunia;Italy;N
1022;LIE;Al-Dawood Air;Nigeria;N
1023;LKP;American Aviation;United States;N
1024;LKS;Airlink Solutions;Spain;N
1025;LKY;Air Solutions;United States;N
1026;LLR;Alliance Air;India;N
1027;LMA;Aerolima;Mexico;N
1028;LML;Alamia Air;Libya;N
1029;LMP;Air Plus Argentina;Argentina;N
1030;LMT;Almaty Aviation;Kazakhstan;N
1031;LMX;Aerolineas Mexicanas J S;Mexico;N
1032;LMY;Air Almaty;Kazakhstan;N
1033;LMZ;Air Almaty ZK;Kazakhstan;N
1034;LNE;Aerolane;Ecuador;Y
1035;LNK;Airlink;South Africa;N
1036;LNT;Aerolineas Internacionales;Mexico;N
1037;LOK;Alok Air;Sudan;N
1038;LOU;Air Saint Louis;Senegal;N
1039;LPC;Alpine Aviation;South Africa;N
1040;LPV;Air Alps Aviation;Austria;N
1041;LRO;Alrosa-Avia;Russia;N
1042;LRW;Al Rida Airways;Mauritania;N
1043;LSK;Aurela;Lithuania;N
1044;LSM;Aerobusinessservice;Russia;N
1045;LSR;Alsair;France;N
1046;LTI;Aerotaxis Latinoamericanos;Mexico;N
1047;LUC;Alninati Aeronautics;Switzerland;N
1048;LUR;Atlantis European Airways;Armenia;Y
1049;LVN;Aliven;Italy;N
1050;LVR;Aviavilsa;Lithuania;N
1051;LXG;Air Luxor GB;Guinea-Bissau;N
1052;LXR;Air Luxor;Portugal;Y
1053;LYT;Apatas Air;Lithuania;N
1054;LZP;Air Ban;Bulgaria;N
1055;LZR;Air Lazur;Bulgaria;N
1056;MAM;Aerodromo De La Mancha;Spain;N
1057;MAU;Air Mauritius;Mauritius;Y
1058;MBA;Avag Air;Austria;N
1059;MBB;Air Manas;Kyrgyzstan;N
1060;MBC;Airjet Exploracao Aerea De Carga;Angola;N
1061;MBV;Aeriantur-M;Moldova;N
1062;MCB;Air Mercia;United Kingdom;N
1063;MCD;Air Medical;United Kingdom;N
1064;MCO;Aerolineas Marcos;Mexico;N
1065;MDC;Atlantic Aero and Mid-Atlantic Freight;United States;N
1066;MDG;Air Madagascar;Madagascar;Y
1067;MDX;Aerosud Charter;South Africa;N
1068;MEF;Air Meridan;Nigeria;N
1069;MFL;Aero McFly;Mexico;N
1070;MGE;Asia Pacific Airlines;United States;N
1071;MGS;Aeromagar;Mexico;N
1072;MIE;Aero Premier De Mexico;Mexico;N
1073;MLD;Air Moldova;Moldova;Y
1074;MLF;Amal Airlines;Djibouti;N
1075;MLI;Air Mali;Mali;N
1076;MLN;Air Madeleine;Canada;N
1077;MMC;Aermarche;Italy;N
1078;MMD;Air Alsie;Denmark;N
1079;MMM;Aviation Company Meridian;Russia;N
1080;MMP;AMP Incorporated;United States;N
1081;MMX;Airmax;Peru;N
1082;MNE;Aerolineas Amanecer;Mexico;N
1083;MNG;Aero Mongolia;Mongolia;N
1084;MOC;Air Monarch Cargo;Mexico;N
1085;MOP;Aeropublicitaria De Angola;Angola;N
1086;MOR;Aerolineas De Morelia;Mexico;N
1087;MPD;Air Plus Comet;Spain;Y
1088;MPX;Aeromexpress;Mexico;N
1089;MQT;Air ITM;France;N
1090;MRL;Aeromorelos;Mexico;N
1091;MRM;Aerocharter;Canada;N
1092;MRP;Abas;Czech Republic;N
1093;MRT;Air Mauritanie;Mauritania;N
1094;MSC;Air Cairo;Egypt;N
1095;MSK;Air Sport;Bulgaria;N
1096;MSM;Aeromas;Uruguay;N
1097;MSO;Aerol;Mexico;N
1098;MSV;Aero-Kamov;Russia;N
1099;MTB;Aerotaxis Metropolitanos;Mexico;N
1100;MTE;Aeromet Linea Aerea;Chile;N
1101;MTK;Air Metack;Angola;N
1102;MTY;Air Montegomery;United Kingdom;N
1103;MXO;Aerotaxi Mexicano;Mexico;N
1104;MYS;Aero Yaqui Mayo;Mexico;N
1105;MZK;AVC Airlines;Japan;N
1106;MZL;Aerovias Montes Azules;Mexico;N
1110;NBK;Albarka Air;Nigeria;N
1111;NCL;ACA-Ancargo Air Sociedade de Transporte de Carga Lda;Angola;N
1112;NEL;Aero Servicios de Nuevo Laredo;Mexico;N
1113;NGV;Angoavia;Angola;N
1114;NID;Aeroni;Mexico;N
1115;NIE;Aeroejecutiva Nieto;Mexico;N
1116;NIG;Aero Contractors;Nigeria;Y
1117;NKZ;Aerokuzbass;Russia;N
1118;NPT;Atlantic Airlines;United Kingdom;N
1119;NRS;Atlantic Richfield Company;United States;N
1120;NSO;Aerolineas Sosa;Honduras;N
1121;NTD;Aero Norte;Mexico;N
1122;NTV;Air Inter Ivoire;Ivory Coast;N
1123;NUL;Aeroservicios De Nuevo Leon;Mexico;N
1124;NVI;Avial NV Aviation Company;Russia;N
1125;NWG;Airwing;Norway;N
1126;NXA;Air Next;Japan;N
1127;OAO;Arkhangelsk 2 Aviation Division;Russia;N
1128;OGI;Aerogisa;Mexico;N
1129;OLV;Aerolineas Olve;Mexico;N
1130;OMG;Aeromega;United Kingdom;N
1131;ONR;Air One Nine;Libya;N
1132;ONT;Air Ontario;Canada;N
1133;ORP;Aerocorp;Mexico;N
1134;ORS;Action Air;Italy;N
1135;OSN;Aerosan;Mexico;N
1136;OSO;Aviapartner Limited Company;Russia;N
1137;PAJ;Aliparma;Italy;N
1138;PBT;Air Parabet;Bangladesh;N
1139;PBU;Air Burundi;Burundi;N
1140;PCG;Aeropostal Cargo de Mexico;Mexico;N
1141;PCK;Air Pack Express;Spain;N
1142;PCS;Air Palace;Mexico;N
1143;PEL;Aeropelican Air Services;Australia;Y
1144;PFI;Aerolineas Chihuahua;Mexico;N
1145;PFT;Air Cargo Express International;United States;N
1146;PHR;Al Farana Airline;Egypt;N
1147;PHW;Ave.com;United Arab Emirates;N
1148;PIE;Air South West;United Kingdom;N
1149;PIF;Aeroservicios California Pacifico;Mexico;N
1150;PKA;AST Pakistan Airways;Pakistan;N
1151;PNL;Aero Personal;Mexico;N
1152;PNU;Aero Servicios Platinum;Mexico;N
1153;POY;Apoyo Aereo;Mexico;N
1154;PRI;Aerotransportes Privados;Mexico;N
1155;PRT;Atlantic Coast Jet;United States;N
1156;PRZ;Air Paradise International;Indonesia;N
1157;PSE;Aeroservicio Sipse;Mexico;N
1158;PSL;Aeroservicios Corporativos De San Luis;Mexico;N
1159;PVA;Aerotransportes Privados;Mexico;N
1160;PZA;Aereo Taxi Paraza;Mexico;N
1161;QCL;Air Class Lineas Aereas;Uruguay;N
1162;QEA;Aviation Consultancy Office;Australia;N
1163;QAT;Aero Taxi;Canada;N
1164;QKC;Aero Taxi Aviation;United States;N
1165;QLA;Aviation Quebec Labrador;Canada;N
1166;QSC;African Safari Airways;Kenya;N
1167;QUI;Aero Quimmco;Mexico;N
1168;RAD;Alada;Angola;N
1169;RAI;Aerotur-Air;Kazakhstan;N
1170;RAP;Air Center Helicopters;United States;N
1171;RBE;Aur Rum Benin;Benin;N
1172;RBJ;Aeroserivios Del Bajio;Mexico;N
1173;RBU;Airbus France;France;N
1174;RBV;Air Roberval;Canada;N
1175;RBX;Arubaexel;Aruba;N
1176;RCC;Air Charters Eelde;Netherlands;N
1177;RCE;Aerocer;Mexico;N
1178;RCF;Aeroflot-Cargo;Russia;N
1179;RCH;Air Mobility Command;United States;N
1180;RCI;Air Cassai;Angola;N
1181;RCO;Aero Renta De Coahuila;Mexico;N
1182;RCP;Aerocorp;Mexico;N
1183;RCQ;Aerolineas Regionales;Mexico;N
1184;RCU;Atlantic S.L.;Spain;N
1185;RCX;Air Service Center;Italy;N
1186;RDD;Adygeya Airlines;Russia;N
1187;RDM;Air Ada;Mauritania;N
1188;REA;Aer Arann;Ireland;Y
1189;REN;Aero-Rent;Mexico;N
1190;RES;Australian Maritime Safety Authority;Australia;N
1191;REU;Air Austral;France;Y
1192;REY;Aero-Rey;Mexico;N
1193;RFC;Aero Africa;Swaziland;N
1194;RFD;Aerotransportes Rafilher;Mexico;N
1195;RGO;Argo;Dominican Republic;N
1196;RGT;Airbourne School of Flying;United Kingdom;N
1197;RHL;Air Archipels;France;N
1198;RIF;Aviation Ministry of the Interior of the Russian Federation;Russian Federation;N
1199;RIS;Aeris Gestion;Spain;N
1200;RIT;Asian Spirit;Philippines;Y
1201;RJS;Aeroservicios Jet;Mexico;N
1202;RKA;Air Afrique;Ivory Coast;Y
1203;RLA;Airlinair;France;Y
1204;RLK;Air Nelson;New Zealand;N
1205;RLL;Air Leone;Sierra Leone;N
1206;RLN;Aero Lanka;Sri Lanka;Y
1207;RLZ;Air Alize;France;N
1208;RMD;Air Amder;Mauritania;N
1209;RME;Armenian Airlines;Armenia;N
1210;RML;Armenian International Airways;Armenia;N
1211;RMO;Arm-Aero;Armenia;N
1212;RMX;Air Max;Bulgaria;N
1213;RNE;Air Salone;Sierra Leone;Y
1214;RNM;Aeronem Air Cargo;Ecuador;N
1215;RNR;Air Cargo Masters;United States;N
1216;RNV;Armavia;Armenia;Y
1217;ROE;Aeroeste;Bolivia;N
1218;ROH;Aero Gen;Mexico;N
1219;ROI;Avior Airlines;Venezuela;N
1220;ROL;Aeroel Airways;Israel;N
1221;ROM;Aeromar;Dominican Republic;N
1222;ROO;Aeroitalia;Italy;N
1223;ROD;Aerodan;Mexico;N
1224;RPB;AeroRep;Colombia;Y
1225;RPC;Aerolineas Del Pacifico;Ecuador;N
1226;RRC;Aero Roca;Mexico;N
1227;RRE;Aerotransportes Internacionales De Torreon;Mexico;N
1228;RRM;Acvila Air-Romanian Carrier;Romania;N
1229;RSC;Aerolineas Ejecutivas Tarascas;Mexico;N
1230;RSR;Aero-Service;Republic of the Congo;Y
1231;RSU;Aerosur;Bolivia;Y
1232;RTE;Aeronorte;Portugal;Y
1233;RTH;Artis;France;N
1234;RTO;Arhabaev Tourism Airlines;Kazakhstan;N
1235;RTQ;Air Turquoise;France;N
1236;RTU;Aerotucan;Mexico;N
1237;RUD;Air Anastasia;Ukraine;N
1238;RUM;Air Rum;Sierra Leone;N
1239;RUN;ACT Havayollari;Turkey;N
1240;RVP;Air VIP;Portugal;N
1241;RVT;Aircompany Veteran;Armenia;N
1242;RWB;Alliance Express Rwanda;Rwanda;N
1243;RWC;Arrow Ecuador Arrowec;Ecuador;N
1244;RWY;Aerogroup 98 Limited;United Kingdom;N
1245;RXT;Aeroxtra;Mexico;N
1246;RXX;Express Air Charter;Canada;N
1247;RWS;Air Whitsunday;Australia;N
1248;RZL;Aero Zambia;Zambia;N
1249;RZN;Aero Zano;Mexico;N
